CO2,date,hour,consumption,production,solar prediction,wind,hydro,district,electricity_cost,year,month,day,day_of_week,Vantaa Helsinki-Vantaan lentoasema temperature,Vaasa lentoasema temperature,Liperi Joensuu lentoasema temperature,Jyväskylä lentoasema temperature,Rovaniemi lentoasema AWOS temperature
39.9617455,2023-01-01,0,8809.0,10592.0,0.0,3558.065,517.146997,912.1929975,0.01,2023.0,1.0,1.0,6,3.6,2.4,2.5,2.4,0.0
39.724594,2023-01-01,1,8632.0,10706.0,0.0,3635.2399995,538.3349965,916.0324975,0.009,2023.0,1.0,1.0,6,4.0,2.3,2.9,2.0,0.0
39.959596,2023-01-01,2,8587.0,10692.0,0.0,3627.525,523.6419950000001,919.2879965,0.006,2023.0,1.0,1.0,6,3.1,1.9,2.6,1.5,-0.2
40.4046965,2023-01-01,3,8628.0,10606.0,0.0,3503.089999,559.1339945,922.4124945,0.009,2023.0,1.0,1.0,6,1.8,1.4,2.4,0.9,-0.5
41.233696,2023-01-01,4,8825.0,10455.0,0.0,3352.5449985,541.4074975000001,926.855495,0.01,2023.0,1.0,1.0,6,1.5,1.0,2.3,0.5,-0.4
41.238447,2023-01-01,5,8868.0,10598.0,0.0,3392.4799995000003,613.7004975,939.2554954999999,0.058,2023.0,1.0,1.0,6,1.3,0.6,1.6,0.2,-0.4
41.7506955,2023-01-01,6,9056.0,10510.0,0.0,3234.8249994999996,676.6284965,946.6404974999999,0.223,2023.0,1.0,1.0,6,0.5,0.1,1.3,-0.2,-1.1
41.967397,2023-01-01,7,9157.0,10504.0,0.0,3212.3999995,675.4099954999999,948.774496,0.341,2023.0,1.0,1.0,6,-1.2,-0.4,0.9,-0.6,-1.5
41.8544445,2023-01-01,8,9296.0,10507.0,7.2,3210.665,682.357496,943.8994930000001,0.487,2023.0,1.0,1.0,6,-1.5,-0.6,0.6,-1.2,-1.9
41.6904465,2023-01-01,9,9450.0,10575.0,23.89999,3251.4199995,698.0734970000001,948.6389955000001,0.667,2023.0,1.0,1.0,6,-0.7,-0.5,0.4,-1.6,-2.1
41.014646,2023-01-01,10,9499.0,10827.0,33.89999,3413.9099990000004,752.726995,951.8939965,0.667,2023.0,1.0,1.0,6,-0.8,-0.4,-0.1,-1.7,-2.0
40.995396,2023-01-01,11,9528.0,10831.0,29.69999,3417.4800000000005,774.8564975,967.003996,0.625,2023.0,1.0,1.0,6,-0.1,-0.3,-0.2,-1.7,-2.0
41.688595500000005,2023-01-01,12,9551.0,10674.0,6.7,3260.764999,802.6354975,976.1474959999999,1.948,2023.0,1.0,1.0,6,-0.2,-0.5,-0.7,-1.7,-1.8
41.054145,2023-01-01,13,9746.0,10921.0,0.0,3484.15,869.661494,985.989495,2.652,2023.0,1.0,1.0,6,-0.9,-0.7,-1.3,-2.4,-2.2
41.4750945,2023-01-01,14,10126.0,11171.0,0.0,3598.519999,948.1334979999999,1030.1949995,4.019,2023.0,1.0,1.0,6,-1.7,-1.0,-1.5,-2.7,-2.4
43.2390965,2023-01-01,15,10055.0,11365.0,0.0,3502.8999995,1068.8794979999998,1126.535,5.063,2023.0,1.0,1.0,6,-1.6,-1.2,-1.6,-2.8,-1.3
44.378394,2023-01-01,16,10118.0,11615.0,0.0,3540.9199999999996,1186.16,1201.7599995,5.965,2023.0,1.0,1.0,6,-1.9,-1.2,-1.8,-3.2,-1.8
45.238096,2023-01-01,17,10122.0,11713.0,0.0,3620.304999,1147.355,1249.285,5.899,2023.0,1.0,1.0,6,-2.4,-1.7,-2.2,-3.6,-2.0
45.649845500000005,2023-01-01,18,9984.0,11664.0,0.0,3675.289998,1036.1534995,1262.315,5.286,2023.0,1.0,1.0,6,-2.4,0.0,-2.6,-3.7,-2.1
46.38639500000001,2023-01-01,19,9724.0,11472.0,0.0,3604.7149985000005,921.6849945,1267.405,4.915,2023.0,1.0,1.0,6,-2.7,-0.3,-2.6,-3.6,-2.3
47.0935455,2023-01-01,20,10051.0,11161.0,0.0,3339.5499995,899.4169935,1248.865,5.056,2023.0,1.0,1.0,6,-2.7,-0.3,-2.7,-3.6,-3.0
48.851496000000004,2023-01-01,21,9990.0,11023.0,0.0,3300.65,740.360995,1285.975,3.85,2023.0,1.0,1.0,6,-2.3,-0.3,-2.7,-3.5,-3.9
49.442495,2023-01-01,22,9696.0,10928.0,0.0,3259.195,670.1204955000001,1285.705,6.37,2023.0,1.0,1.0,6,-2.4,-0.3,-2.7,-3.5,-4.7
49.536447,2023-01-01,23,9394.0,10895.0,0.0,3269.2249994999997,625.363997,1276.6349995,5.684,2023.0,1.0,1.0,6,-2.0,-0.5,-2.4,-3.5,-4.9
49.668045,2023-01-02,0,9195.0,10848.0,0.0,3164.5950000000003,685.9434965,1276.585,5.815,2023.0,1.0,2.0,0,-2.4,-0.6,-2.6,-3.8,-5.4
49.8037945,2023-01-02,1,9234.0,10827.0,0.0,3147.75,679.198495,1275.215,4.858,2023.0,1.0,2.0,0,-2.4,-1.0,-2.8,-3.5,-5.9
51.049647,2023-01-02,2,9306.0,10641.0,0.0,2897.159999,713.2104935,1279.74,5.509,2023.0,1.0,2.0,0,-2.2,-1.0,-2.9,-3.4,-6.4
52.663696,2023-01-02,3,9568.0,10504.0,0.0,2580.575,854.073495,1315.785,7.78,2023.0,1.0,2.0,0,-2.5,-2.2,-3.4,-3.6,-6.9
55.96979650000001,2023-01-02,4,10235.0,10513.0,0.0,2469.7099989999997,832.8429954999999,1429.7649999999999,11.282,2023.0,1.0,2.0,0,-2.8,-4.8,-3.7,-3.2,-7.5
57.277696500000005,2023-01-02,5,10710.0,10811.0,0.0,2395.5349995,1085.0204985,1526.02,15.201,2023.0,1.0,2.0,0,-3.4,-5.6,-3.9,-3.3,-8.3
58.20999400000001,2023-01-02,6,11039.0,10917.0,0.0,2179.5950000000003,1342.8299995,1581.0,16.058,2023.0,1.0,2.0,0,-3.2,-5.8,-3.5,-4.2,-8.7
58.3536965,2023-01-02,7,11101.0,10967.0,0.0,2049.9799995000003,1505.0249995,1599.5049995,16.176,2023.0,1.0,2.0,0,-3.9,-6.0,-3.1,-3.2,-8.8
59.779597,2023-01-02,8,10923.0,10707.0,5.0,2037.3999995,1634.0399995,1602.6399999999999,16.017,2023.0,1.0,2.0,0,-4.9,-5.2,-3.1,-3.3,-8.5
66.608845,2023-01-02,9,10617.0,9698.0,11.1,2019.6049995,1803.065,1604.465,15.769,2023.0,1.0,2.0,0,-4.9,-4.5,-3.2,-5.1,-8.6
67.60514500000001,2023-01-02,10,10837.0,9606.0,15.0,1815.6299995000002,1896.25,1619.6950000000002,15.882,2023.0,1.0,2.0,0,-4.3,-4.3,-2.8,-5.5,-7.1
66.92124700000001,2023-01-02,11,10847.0,9756.0,9.09999,1915.895,1755.2849999999999,1635.1799999999998,15.814,2023.0,1.0,2.0,0,-3.6,-4.6,-3.0,-6.9,-7.8
67.5438445,2023-01-02,12,10872.0,9672.0,0.0,1869.67,1704.675,1623.085,16.302,2023.0,1.0,2.0,0,-3.2,-3.7,-3.4,-5.6,-8.8
66.635395,2023-01-02,13,11022.0,9879.0,0.0,1874.9450000000002,1869.6099989999998,1640.375,17.087,2023.0,1.0,2.0,0,-3.0,-4.1,-4.2,-7.0,-9.0
66.086996,2023-01-02,14,11115.0,9961.0,0.0,1718.9299995000001,2076.979996,1644.525,17.918,2023.0,1.0,2.0,0,-3.1,-3.7,-5.2,-7.7,-11.8
67.095596,2023-01-02,15,11194.0,9896.0,0.0,1648.475,2046.4249965,1659.7899985,18.7,2023.0,1.0,2.0,0,-2.7,-3.4,-5.5,-8.5,-10.7
65.359595,2023-01-02,16,11115.0,10157.0,0.0,1533.9950000000001,2042.4599995,1667.9999994999998,19.221,2023.0,1.0,2.0,0,-1.8,-3.0,-5.8,-8.1,-9.8
65.359898,2023-01-02,17,11085.0,10172.0,0.0,1447.4450000000002,2034.819999,1683.7099999999998,18.091,2023.0,1.0,2.0,0,-1.0,-2.8,-6.6,-8.8,-11.9
67.53744400000001,2023-01-02,18,10896.0,9860.0,0.0,1316.7999995,1856.0400000000002,1692.6099995,16.83,2023.0,1.0,2.0,0,-0.8,-2.6,-7.4,-8.1,-12.7
67.8832455,2023-01-02,19,10654.0,9742.0,0.0,1118.7099995,1625.4849995,1667.11,15.584,2023.0,1.0,2.0,0,-0.2,-2.6,-8.2,-8.5,-13.0
66.2391965,2023-01-02,20,10742.0,9739.0,0.0,982.004997,1383.3049999999998,1608.31,14.484,2023.0,1.0,2.0,0,-0.2,-2.9,-10.3,-8.0,-12.5
67.0580475,2023-01-02,21,10594.0,9414.0,0.0,863.7794954999999,1176.595,1565.3899995,12.987,2023.0,1.0,2.0,0,-0.2,-2.4,-11.8,-8.4,-13.5
67.8566455,2023-01-02,22,10209.0,9057.0,0.0,730.6054955,1032.080498,1526.76,8.669,2023.0,1.0,2.0,0,-0.2,-2.3,-10.9,-8.5,-14.4
68.9305975,2023-01-02,23,9889.0,8906.0,0.0,668.079498,940.7024935,1523.9299999999998,8.132,2023.0,1.0,2.0,0,-0.8,-2.1,-11.2,-7.7,-14.7
70.2082965,2023-01-03,0,9712.0,8694.0,0.0,577.675999,821.8499949999999,1501.625,8.133,2023.0,1.0,3.0,1,-0.8,-1.5,-10.4,-7.2,-14.3
71.2728975,2023-01-03,1,9637.0,8504.0,0.0,461.379998,758.1179935,1478.09,7.858,2023.0,1.0,3.0,1,-0.5,-2.1,-12.1,-6.4,-14.2
72.8882435,2023-01-03,2,9718.0,8456.0,0.0,369.50149849999997,746.906496,1497.095,7.956,2023.0,1.0,3.0,1,-0.5,-2.1,-11.9,-6.4,-14.5
71.80454549999999,2023-01-03,3,9879.0,8586.0,0.0,325.1,894.0234969999999,1483.5749995,8.485,2023.0,1.0,3.0,1,-0.8,-1.9,-11.2,-6.1,-14.0
73.1808455,2023-01-03,4,10501.0,8865.0,0.0,312.4264995,937.5974945,1547.6649995,11.273,2023.0,1.0,3.0,1,-0.9,-2.1,-8.9,-5.7,-13.2
72.931498,2023-01-03,5,10862.0,9367.0,0.0,325.77499950000004,1247.887499,1637.4849995,17.046,2023.0,1.0,3.0,1,-0.7,-2.2,-9.0,-5.6,-13.7
71.5325975,2023-01-03,6,11111.0,9859.0,0.0,350.3764995,1594.3749990000001,1702.0549999999998,18.031,2023.0,1.0,3.0,1,-0.9,-2.1,-9.9,-5.6,-13.3
72.029696,2023-01-03,7,11076.0,10288.0,0.0,334.30199849999997,1914.8049999999998,1752.5400000000002,18.378,2023.0,1.0,3.0,1,-0.5,-1.9,-10.1,-5.5,-12.8
79.7945455,2023-01-03,8,11047.0,9751.0,0.1,292.5264995,1776.2599989999999,1778.08,18.543,2023.0,1.0,3.0,1,-0.5,-1.8,-10.2,-5.6,-12.2
79.98784400000001,2023-01-03,9,11133.0,9224.0,8.4,260.100999,1816.3700000000001,1783.42,18.644,2023.0,1.0,3.0,1,-0.9,-2.3,-10.3,-5.5,-11.9
81.230796,2023-01-03,10,11158.0,9101.0,12.4,189.0509975,1849.8849989999999,1789.9150000000002,18.095,2023.0,1.0,3.0,1,-1.3,-2.6,-9.8,-5.4,-11.8
80.59079349999999,2023-01-03,11,11117.0,9212.0,10.69999,162.348,1970.7900000000002,1816.05,17.7,2023.0,1.0,3.0,1,-1.4,-2.4,-9.1,-5.7,-12.4
81.664097,2023-01-03,12,11117.0,9180.0,0.8,173.3714995,1891.39,1825.8049999999998,17.937,2023.0,1.0,3.0,1,-1.4,-2.1,-9.0,-5.4,-12.5
80.253146,2023-01-03,13,11180.0,9403.0,0.0,244.6704995,2024.7799989999999,1832.2549999999999,18.45,2023.0,1.0,3.0,1,-1.4,-1.7,-8.5,-5.2,-12.2
79.2502965,2023-01-03,14,11320.0,9508.0,0.0,331.8969995,2058.239998,1825.4099999999999,18.327,2023.0,1.0,3.0,1,-1.6,-2.1,-7.8,-5.2,-12.0
77.420193,2023-01-03,15,11323.0,9696.0,0.0,382.748999,2047.2849979999999,1814.225,18.779,2023.0,1.0,3.0,1,-1.8,-2.6,-7.4,-5.1,-11.0
76.290945,2023-01-03,16,11286.0,9873.0,0.0,411.04649950000004,2174.5749960000003,1818.275,18.582,2023.0,1.0,3.0,1,-1.9,-3.1,-6.8,-5.0,-12.4
76.8605445,2023-01-03,17,11203.0,10023.0,0.0,545.9724995,2107.7249975000004,1861.375,17.709,2023.0,1.0,3.0,1,-1.9,-4.6,-6.5,-5.0,-12.9
77.585245,2023-01-03,18,10982.0,9902.0,0.0,663.3225,1905.4149995,1876.4150000000002,16.458,2023.0,1.0,3.0,1,-2.2,-5.0,-6.0,-5.1,-12.8
77.9407435,2023-01-03,19,10597.0,9626.0,0.0,785.395,1584.115,1821.8049999999998,14.416,2023.0,1.0,3.0,1,-2.4,-5.2,-5.7,-4.9,-12.3
77.67809500000001,2023-01-03,20,10769.0,9479.0,0.0,943.4434994999999,1395.4299995,1795.0549995000001,12.57,2023.0,1.0,3.0,1,-2.2,-5.3,-5.7,-5.3,-13.5
77.75299650000001,2023-01-03,21,10620.0,9253.0,0.0,1048.05,1198.16,1762.6950000000002,10.303,2023.0,1.0,3.0,1,-2.6,-5.6,-6.0,-5.7,-12.3
78.02429550000001,2023-01-03,22,10217.0,8781.0,0.0,984.9794975000001,1063.1664994999999,1687.3,9.117,2023.0,1.0,3.0,1,-2.4,-5.6,-6.0,-5.3,-13.0
76.5022975,2023-01-03,23,9928.0,8854.0,0.0,1005.6199985,1149.0549995,1659.0049999999999,8.672,2023.0,1.0,3.0,1,-2.5,-5.5,-6.1,-5.3,-13.8
76.229548,2023-01-04,0,9750.0,8778.0,0.0,1167.6549995,942.8029965,1635.0149999999999,7.692,2023.0,1.0,4.0,2,-2.4,-5.6,-6.3,-5.3,-14.3
76.802096,2023-01-04,1,9706.0,8699.0,0.0,1233.325,798.8774945,1631.15,7.619,2023.0,1.0,4.0,2,-2.2,-5.3,-6.8,-5.6,-14.6
76.46834600000001,2023-01-04,2,9722.0,8718.0,0.0,1282.7,771.776998,1624.8649995,7.893,2023.0,1.0,4.0,2,-2.3,-3.8,-6.9,-6.9,-14.0
76.1583445,2023-01-04,3,9995.0,8955.0,0.0,1359.025,866.2919965000001,1669.1799999999998,8.99,2023.0,1.0,4.0,2,-2.2,-3.9,-7.2,-7.2,-13.9
75.528593,2023-01-04,4,10642.0,9273.0,0.0,1449.97,1019.0489985,1731.3,12.404,2023.0,1.0,4.0,2,-2.6,-2.9,-7.4,-7.2,-13.5
74.94714350000001,2023-01-04,5,10944.0,9707.0,0.0,1573.425,1223.435,1818.1299999999999,13.939,2023.0,1.0,4.0,2,-2.7,-3.2,-8.0,-9.4,-13.4
74.5146965,2023-01-04,6,11211.0,10118.0,0.0,1664.345,1490.895,1849.8699995,14.07,2023.0,1.0,4.0,2,-2.9,-4.0,-9.4,-7.2,-13.1
72.212395,2023-01-04,7,11223.0,10291.0,0.0,1645.3499994999997,1580.21,1850.8049995000001,14.071,2023.0,1.0,4.0,2,-3.0,-5.0,-10.4,-7.2,-12.4
71.003345,2023-01-04,8,11156.0,10493.0,2.6,1644.39,1653.275,1866.2099999999998,13.338,2023.0,1.0,4.0,2,-3.2,-7.4,-11.2,-7.2,-12.0
69.707296,2023-01-04,9,11264.0,10601.0,15.19999,1700.345,1715.6950000000002,1844.4299999999998,13.087,2023.0,1.0,4.0,2,-3.4,-7.9,-11.4,-8.7,-11.7
70.038396,2023-01-04,10,11344.0,10588.0,21.3,1625.184999,1764.33,1860.14,13.191,2023.0,1.0,4.0,2,-3.5,-8.2,-11.4,-12.0,-11.1
70.714895,2023-01-04,11,11311.0,10457.0,18.6,1512.2450000000001,1758.0099995,1859.1799999999998,14.858,2023.0,1.0,4.0,2,-3.4,-9.1,-10.8,-10.5,-10.1
71.2062465,2023-01-04,12,11345.0,10433.0,0.2,1538.4450000000002,1711.6249990000001,1870.25,14.309,2023.0,1.0,4.0,2,-3.4,-10.0,-11.0,-11.4,-9.5
69.7830945,2023-01-04,13,11472.0,10685.0,0.0,1780.275,1713.024999,1886.9450000000002,14.306,2023.0,1.0,4.0,2,-3.9,-10.4,-11.6,-10.6,-9.4
68.014246,2023-01-04,14,11688.0,11048.0,0.0,2126.925,1700.8399995,1896.45,13.758,2023.0,1.0,4.0,2,-4.9,-12.1,-11.8,-11.6,-8.9
67.354996,2023-01-04,15,11719.0,11206.0,0.0,2420.995,1556.4399994999999,1896.6899994999999,14.678,2023.0,1.0,4.0,2,-6.2,-12.8,-12.4,-11.7,-8.5
68.31264350000001,2023-01-04,16,11773.0,11193.0,0.0,2514.42,1427.1599995000001,1907.705,13.751,2023.0,1.0,4.0,2,-6.9,-12.0,-12.4,-12.2,-7.9
69.8851935,2023-01-04,17,11803.0,11016.0,0.0,2352.325,1401.3899995,1910.8700000000001,13.187,2023.0,1.0,4.0,2,-7.7,-10.5,-11.8,-13.2,-7.2
70.8580965,2023-01-04,18,11641.0,10705.0,0.0,2356.7650000000003,1126.15,1852.7400000000002,7.102,2023.0,1.0,4.0,2,-8.2,-8.4,-13.2,-13.9,-7.1
70.091294,2023-01-04,19,11317.0,10555.0,0.0,2430.7,970.5079985,1774.3749994999998,6.299,2023.0,1.0,4.0,2,-9.3,-7.9,-13.3,-14.0,-6.9
68.0365465,2023-01-04,20,11447.0,10639.0,0.0,2760.32,789.399995,1722.4950000000001,4.173,2023.0,1.0,4.0,2,-9.7,-9.1,-12.7,-13.5,-6.8
66.438395,2023-01-04,21,11291.0,10742.0,0.0,2941.42,763.9609945,1679.0349995000001,3.39,2023.0,1.0,4.0,2,-10.5,-10.0,-12.2,-14.6,-6.9
66.186544,2023-01-04,22,10943.0,10784.0,0.0,3014.679999,739.0349954999999,1670.58,3.303,2023.0,1.0,4.0,2,-11.0,-10.8,-13.0,-13.8,-6.8
66.950944,2023-01-04,23,10778.0,10616.0,0.0,2906.07,701.4259955,1648.855,3.097,2023.0,1.0,4.0,2,-11.2,-11.4,-11.2,-14.9,-6.6
68.105895,2023-01-05,0,10642.0,10433.0,0.0,2824.9149995,605.292995,1651.1999994999999,3.045,2023.0,1.0,5.0,3,-11.8,-12.1,-10.9,-15.2,-6.5
66.3694955,2023-01-05,1,10566.0,10552.0,0.0,3011.37,575.202994,1615.71,3.054,2023.0,1.0,5.0,3,-11.6,-12.3,-10.7,-17.8,-6.5
66.3129955,2023-01-05,2,10714.0,10610.0,0.0,3060.745,571.176496,1629.3049999999998,3.149,2023.0,1.0,5.0,3,-11.6,-13.6,-11.2,-15.0,-6.7
65.364346,2023-01-05,3,10969.0,10663.0,0.0,3140.62,587.123998,1630.7099995,4.378,2023.0,1.0,5.0,3,-11.9,-13.5,-9.5,-12.9,-6.8
65.08614650000001,2023-01-05,4,11496.0,10761.0,0.0,3153.15,666.1889975,1661.545,6.897,2023.0,1.0,5.0,3,-11.8,-12.2,-8.9,-11.9,-6.9
66.3693445,2023-01-05,5,11845.0,10953.0,0.0,3086.7,834.0989944999999,1771.9649990000003,9.408,2023.0,1.0,5.0,3,-11.8,-10.8,-8.0,-11.2,-7.2
67.85264600000001,2023-01-05,6,12072.0,10928.0,0.0,2799.37,1043.0264995,1827.5,10.289,2023.0,1.0,5.0,3,-11.8,-9.9,-7.2,-12.1,-7.1
68.688146,2023-01-05,7,12051.0,11166.0,0.0,2745.8299995,1268.1149995,1878.185,11.871,2023.0,1.0,5.0,3,-12.0,-9.4,-7.1,-11.6,-6.9
68.485495,2023-01-05,8,11924.0,11208.0,9.5,2503.7299995000003,1501.3849995,1953.269999,14.163,2023.0,1.0,5.0,3,-11.7,-9.0,-7.0,-9.0,-8.0
69.10769450000001,2023-01-05,9,11982.0,11236.0,26.3,2207.625,1742.4049995,2018.795,15.36,2023.0,1.0,5.0,3,-11.4,-8.5,-7.1,-8.4,-8.5
71.15069550000001,2023-01-05,10,11946.0,11200.0,36.79999,1967.659999,1831.52,2070.1999960000003,15.399,2023.0,1.0,5.0,3,-10.5,-7.9,-6.9,-8.2,-10.3
73.1120965,2023-01-05,11,11796.0,11071.0,29.89999,1823.025,1799.58,2108.459997,15.684,2023.0,1.0,5.0,3,-9.6,-7.5,-6.8,-7.8,-9.7
74.1930935,2023-01-05,12,11705.0,11084.0,9.0,1788.6049995,1801.5649994999999,2140.799996,16.434,2023.0,1.0,5.0,3,-9.7,-7.2,-7.1,-7.5,-10.1
74.2149955,2023-01-05,13,11736.0,11195.0,0.0,1752.9,1917.9549995000002,2140.754997,17.072,2023.0,1.0,5.0,3,-10.0,-7.1,-7.2,-7.5,-9.2
72.27139550000001,2023-01-05,14,11901.0,11583.0,0.0,1772.235,1977.2449995,2147.0849965,18.545,2023.0,1.0,5.0,3,-11.1,-7.3,-7.1,-7.5,-8.1
72.444745,2023-01-05,15,11838.0,11563.0,0.0,1723.725,1946.83,2145.584998,20.903,2023.0,1.0,5.0,3,-11.1,-7.4,-7.5,-7.5,-8.1
72.7041955,2023-01-05,16,11703.0,11542.0,0.0,1651.7049995000002,1996.4299995000001,2149.7199960000003,20.9,2023.0,1.0,5.0,3,-11.8,-7.3,-7.4,-7.7,-8.1
73.64229350000001,2023-01-05,17,11705.0,11383.0,0.0,1475.075,2019.1949995,2151.569998,19.108,2023.0,1.0,5.0,3,-11.4,-7.1,-7.3,-7.8,-7.7
75.061595,2023-01-05,18,11534.0,11095.0,0.0,1197.7,2028.2149975,2134.569997,17.606,2023.0,1.0,5.0,3,-10.1,-7.4,-7.7,-7.8,-7.9
76.574996,2023-01-05,19,11191.0,10663.0,0.0,921.633494,1870.2999994999998,2070.7749945,16.348,2023.0,1.0,5.0,3,-9.7,-7.7,-7.4,-8.0,-7.6
76.925895,2023-01-05,20,11388.0,10390.0,0.0,720.9794975,1596.97,2021.0849995,15.529,2023.0,1.0,5.0,3,-8.5,-7.9,-7.7,-8.0,-8.3
77.7529475,2023-01-05,21,11163.0,10064.0,0.0,587.9814975,1445.17,1964.605,13.97,2023.0,1.0,5.0,3,-8.5,-8.1,-7.8,-8.2,-8.4
79.753095,2023-01-05,22,10808.0,9746.0,0.0,509.77299949999997,1224.21,1950.81,11.793,2023.0,1.0,5.0,3,-8.6,-8.3,-7.8,-9.1,-8.1
79.881595,2023-01-05,23,10516.0,9532.0,0.0,424.2804975,1160.6200000000001,1896.64,11.121,2023.0,1.0,5.0,3,-8.4,-8.5,-7.9,-9.1,-7.9
80.583796,2023-01-06,0,10350.0,9318.0,0.0,322.02749800000004,1085.5399995,1858.92,10.64,2023.0,1.0,6.0,4,-7.9,-8.9,-7.7,-9.4,-8.0
82.09144549999999,2023-01-06,1,10290.0,9068.0,0.0,265.1459985,924.046498,1835.9950000000001,9.057,2023.0,1.0,6.0,4,-7.7,-9.0,-7.5,-9.4,-8.2
83.510495,2023-01-06,2,10246.0,8955.0,0.0,229.577999,835.4774970000001,1842.045,9.012,2023.0,1.0,6.0,4,-7.8,-9.5,-7.5,-10.3,-8.8
84.2344455,2023-01-06,3,10349.0,9001.0,0.0,212.752999,867.5859955,1866.7599999999998,10.792,2023.0,1.0,6.0,4,-8.0,-9.2,-7.5,-10.4,-8.4
85.568596,2023-01-06,4,10561.0,9048.0,0.0,188.498,881.9629955,1910.8049999999998,11.079,2023.0,1.0,6.0,4,-8.6,-9.4,-7.8,-10.0,-9.1
84.0154945,2023-01-06,5,10623.0,9402.0,0.0,242.6974995,1119.626499,1943.2349995,14.113,2023.0,1.0,6.0,4,-10.6,-9.3,-7.7,-10.0,-9.1
81.436445,2023-01-06,6,10913.0,9928.0,0.0,276.0744995,1557.2350000000001,2012.485,14.913,2023.0,1.0,6.0,4,-8.8,-9.8,-7.6,-10.0,-9.3
78.72754499999999,2023-01-06,7,10962.0,10221.0,0.0,330.699499,1808.8849989999999,2004.735,13.96,2023.0,1.0,6.0,4,-8.8,-10.1,-7.9,-10.2,-9.8
77.642045,2023-01-06,8,11051.0,10311.0,6.59999,407.8969995,1831.8700000000001,2008.7900000000002,13.549,2023.0,1.0,6.0,4,-8.3,-10.1,-8.1,-9.8,-9.9
75.0405955,2023-01-06,9,11159.0,10508.0,20.0,496.971998,1949.3200000000002,2011.935,12.773,2023.0,1.0,6.0,4,-7.4,-9.4,-8.2,-9.8,-10.6
75.74189650000001,2023-01-06,10,11240.0,10325.0,29.39999,538.6719985,1729.825,1961.8650000000002,12.851,2023.0,1.0,6.0,4,-8.1,-9.3,-8.3,-10.0,-9.6
76.273246,2023-01-06,11,11197.0,10185.0,23.8,557.9504985,1593.5399995,1937.6949995,11.747,2023.0,1.0,6.0,4,-9.2,-9.0,-8.2,-10.9,-10.0
76.28839550000001,2023-01-06,12,11214.0,10169.0,4.79999,620.0694975,1550.0149999999999,1935.675,14.029,2023.0,1.0,6.0,4,-7.8,-8.9,-8.6,-10.6,-10.0
77.436845,2023-01-06,13,11393.0,10413.0,0.0,710.9215,1600.2549999999999,2016.3199995,14.44,2023.0,1.0,6.0,4,-7.9,-8.9,-8.7,-11.2,-10.1
75.490196,2023-01-06,14,11629.0,10874.0,0.0,894.7444985,1828.7899995,2040.855,14.918,2023.0,1.0,6.0,4,-8.4,-9.3,-9.2,-11.7,-10.5
73.54154550000001,2023-01-06,15,11675.0,11299.0,0.0,1109.34,2004.955,2055.619998,16.579,2023.0,1.0,6.0,4,-8.1,-9.4,-9.9,-12.2,-10.2
72.563346,2023-01-06,16,11588.0,11496.0,0.0,1370.4,1944.8549995,2065.3699960000004,15.632,2023.0,1.0,6.0,4,-8.0,-10.8,-10.2,-12.1,-12.3
71.5314955,2023-01-06,17,11660.0,11547.0,0.0,1604.6,1802.67,2036.1299995000002,13.191,2023.0,1.0,6.0,4,-7.9,-10.9,-10.7,-12.1,-14.2
70.212945,2023-01-06,18,11569.0,11416.0,0.0,1878.85,1486.7099995,1936.1599999999999,11.794,2023.0,1.0,6.0,4,-8.0,-10.9,-11.8,-12.3,-18.1
70.5030955,2023-01-06,19,11275.0,11218.0,0.0,1977.3299995000002,1241.0349995000001,1898.3249994999999,11.112,2023.0,1.0,6.0,4,-7.7,-10.9,-11.1,-12.3,-17.2
71.235046,2023-01-06,20,11522.0,10996.0,0.0,1928.35,1092.9450000000002,1871.97,8.168,2023.0,1.0,6.0,4,-7.7,-10.9,-13.7,-12.7,-16.6
72.0320435,2023-01-06,21,11408.0,10677.0,0.0,1862.4949995,893.687996,1827.2599999999998,7.891,2023.0,1.0,6.0,4,-7.7,-11.0,-15.1,-11.9,-14.7
71.0377955,2023-01-06,22,11104.0,10561.0,0.0,1984.5,718.5839965,1757.545,7.884,2023.0,1.0,6.0,4,-7.8,-11.2,-16.3,-11.4,-14.6
68.161046,2023-01-06,23,10765.0,10525.0,0.0,2076.695,700.8934965000001,1638.1649995,7.692,2023.0,1.0,6.0,4,-7.9,-11.0,-17.2,-11.5,-14.8
67.1212985,2023-01-07,0,10610.0,10696.0,0.0,2255.9249995,703.484497,1648.1849995,7.693,2023.0,1.0,7.0,5,-7.7,-10.7,-18.6,-10.4,-15.6
65.8484445,2023-01-07,1,10560.0,10916.0,0.0,2480.1400000000003,700.234997,1643.705,7.805,2023.0,1.0,7.0,5,-6.2,-10.2,-17.4,-10.7,-16.4
64.73794699999999,2023-01-07,2,10515.0,11151.0,0.0,2738.3949995,658.122998,1649.6349999999998,8.121,2023.0,1.0,7.0,5,-6.5,-9.9,-18.6,-13.0,-17.2
63.833997499999995,2023-01-07,3,10587.0,11281.0,0.0,2890.545,641.8999965,1649.975,8.279,2023.0,1.0,7.0,5,-6.9,-9.8,-19.7,-14.2,-16.2
62.731196499999996,2023-01-07,4,10776.0,11406.0,0.0,2992.8900000000003,683.857997,1648.8700000000001,8.56,2023.0,1.0,7.0,5,-7.0,-9.8,-19.4,-12.4,-16.3
